이름,MR_IID,MR제목,받은코멘트수,승인자수,CI결과
ㄱㄱㄹ,711,fix: fetchCode  fetchDmp no-store 적용,0,0,unknown
ㄱㄱㄹ,707,fix: dmp error response 처리,0,0,unknown
ㄱㄱㄹ,705,Feature/refactor,0,0,unknown
ㄱㄱㄹ,696,fix: prd env 수정,0,0,unknown
ㄱㄱㄹ,695,Feature/refactor,0,0,unknown
ㄱㄱㄹ,694,fix: 서류 합격 예측 서비스 등록 조건 수정,0,0,unknown
ㄱㄱㄹ,693,fix: 합격축하금 신청 팝업 정보 조회 API method 변경,0,0,unknown
ㄱㄱㄹ,691,Feature/refactor,0,0,unknown
ㄱㄱㄹ,690,fix: 개인회원 쿼리 prefetch 로직 개선 및 불필요한 주석 제거,0,0,unknown
ㄱㄱㄹ,689,Feature/refactor,0,0,unknown
ㄱㄱㄹ,688,fix: 개인회원에 대한 쿼리 prefetch 로직 추가 및 관련 쿼리 조건 수정,0,0,unknown
ㄱㄱㄹ,687,chore: sentry 설정 변경,0,0,unknown
ㄱㄱㄹ,686,fix: 텍스트 중앙정렬 및 콘솔 로그 삭제,0,0,unknown
ㄱㄱㄹ,685,feat: h1  h2 태그 적용,0,0,unknown
ㄱㄱㄹ,684,feat: 메타데이터 및 구조화 데이터 추가,0,0,unknown
ㄱㄱㄹ,681,feat: aria-label 추가,0,0,unknown
ㄱㄱㄹ,678,chore: dmp url 변경,0,0,unknown
ㄱㄱㄹ,675,Feature/refactor,0,0,unknown
ㄱㄱㄹ,667,fix: notfound 주석처리,0,0,unknown
ㄱㄱㄹ,665,fix: 헤드헌팅 공고 442 에러 처리 추가,0,0,unknown
ㄱㄱㄹ,664,fix: 불필요한 주석 삭제 및 알럿 에러처리 추가,0,0,unknown
ㄱㄱㄹ,662,fix: 불필요한 주석 삭제,0,0,unknown
ㄱㄱㄹ,660,fix: STG 환경변수 수정,0,0,unknown
ㄱㄱㄹ,658,fix: 로그인 후 invalidate 확인 로직 추가,0,0,unknown
ㄱㄱㄹ,656,fix: 스마트핏 query key 타입 수정,0,0,unknown
ㄱㄱㄹ,655,fix: 추천공고 query key 타입 수정,0,0,unknown
ㄱㄱㄹ,652,modify: STG 확인용 헤더 정보 콘솔 출력,0,0,unknown
ㄱㄱㄹ,649,fix: STG 이벤트 확인용 로그 추가,0,0,unknown
ㄱㄱㄹ,648,feat: applyHomepage 함수에 sourceCode 매개변수 추가 및 로깅 기능 추가,0,0,unknown
ㄱㄱㄹ,641,modify: dmp-collection-info 생성 시 쿠키 로그 추가,0,0,unknown
ㄱㄱㄹ,640,fix: 스테이징 로그인 모달 104 서버로 변경,0,0,unknown
ㄱㄱㄹ,638,feat: 즉시지원  홈페이지 지원 시 dmp-collection-info 쿠키 추가,0,0,unknown
ㄱㄱㄹ,633,fix: 미사용 변수 삭제,0,0,unknown
ㄱㄱㄹ,632,fix: stg 환경 변수 변경,0,0,unknown
ㄱㄱㄹ,631,fix: 이메일 모달 baseUrl 수정,0,0,unknown
ㄱㄱㄹ,620,fix: dmp 로그값 옵셔널 처리,0,0,unknown
ㄱㄱㄹ,616,fix: Sentry replay off,0,0,unknown
ㄱㄱㄹ,615,fix: dmp 날짜 요청 포맷팅,0,0,unknown
ㄱㄱㄹ,610,refactor: useCallback으로 getRecruitSroWithLinks 및 getRandomRecruitSroLink 최적화 ...,0,0,unknown
ㄱㄱㄹ,609,fix: GA 및 트래킹 코드 initializer 위치 변경,0,0,unknown
ㄱㄱㄹ,607,fix: 추천공고 로그 출력 위치 변경,0,0,unknown
ㄱㄱㄹ,606,fix: 확인용 로그 수정,0,0,unknown
ㄱㄱㄹ,604,fix: 타입에러 수정,0,0,unknown
ㄱㄱㄹ,603,feat: DMP 로그 추가 및 기존 로그 정리,0,0,unknown
ㄱㄱㄹ,602,feat: prefetchJobsQuery에서 searchParams를 받을 수 있도록 구조 변경,0,0,unknown
ㄱㄱㄹ,600,feat: 이미 클릭된 공고인 경우 DMP 로그 전송을 방지하는 로직 추가,0,0,unknown
ㄱㄱㄹ,598,fix: 주석 추가 및 dmp 호출시 jobHubId 설정,0,0,unknown
ㄱㄱㄹ,597,refactor: useCallback으로 getRecruitSroWithLinks 및 getRandomRecruitSroLink 최적화 ...,0,0,unknown
ㄱㄱㄹ,595,refactor: useCallback으로 getRecruitSroWithLinks 및 getRandomRecruitSroLink 최적화 ...,0,0,unknown
ㄱㄱㄹ,593,refactor: useCallback으로 getRecruitSroWithLinks 및 getRandomRecruitSroLink 최적화 ...,0,0,unknown
ㄱㄱㄹ,592,refactor: useCallback으로 getRecruitSroWithLinks 및 getRandomRecruitSroLink 최적화 ...,0,0,unknown
ㄱㄱㄹ,590,fix: 클릭/노출 로그 전송시 jobHubId 수정,0,0,unknown
ㄱㄱㄹ,586,fix: code revert  불필요한 파일 삭제,0,0,unknown
ㄱㄱㄹ,584,Feature/refactor,0,0,unknown
ㄱㄱㄹ,583,modify: 로그 추가,0,0,unknown
ㄱㄱㄹ,582,Feature/refactor,0,0,unknown
ㄱㄱㄹ,581,Feature/refactor,0,0,unknown
ㄱㄱㄹ,580,feat: AI 추천 공고 리스트에 DMP 로그 전송 기능 추가 및 관련 훅 구현,0,0,unknown
ㄱㄱㄹ,577,Feature/refactor,0,0,unknown
ㄱㄱㄹ,572,fix: api 호출 이슈로 칩태그 컴포넌트 구조 변경,0,0,unknown
ㄱㄱㄹ,569,fix: ensureJobTagsQuery 및 ensureOnepickWelfareTagQuery에서 400 상태 코드 추가 처리,0,0,unknown
ㄱㄱㄹ,567,fix: ensureCorpInfoQuery에서 400 상태 코드 추가 처리,0,0,unknown
ㄱㄱㄹ,565,feat: 타이틀  태그 iframe 밖으로 이동,0,0,unknown
ㄱㄱㄹ,564,fix: useRelatedTags에서 로딩 중 데이터가 없을 때 빈 배열 반환 위치 수정,0,0,unknown
ㄱㄱㄹ,563,fix: getDescriptionHtmlContent에 기본값 추가,0,0,unknown
ㄱㄱㄹ,562,fix: 아이콘 이미지 BaseImage를 보도록 설정,0,0,unknown
ㄱㄱㄹ,561,feat: 트위터 공유 템플릿 실섭 이슈 반영하여 수정,0,0,unknown
ㄱㄱㄹ,559,feat: 트위터 공유 시 템플릿 적용,0,0,unknown
ㄱㄱㄹ,557,fix: dmp 로그인시 회원 정보 전송,0,0,unknown
ㄱㄱㄹ,552,fix: 자사양식 다운로드 버튼 노출 값 수정,0,0,unknown
ㄱㄱㄹ,536,Feature/refactor,0,0,unknown
ㄱㄱㄹ,535,Feature/refactor,0,0,unknown
ㄱㄱㄹ,534,feat: dmp 타입 수정 및 전송,0,0,unknown
ㄱㄱㄹ,533,Feature/refactor,0,0,unknown
ㄱㄱㄹ,532,Feature/refactor,0,0,unknown
ㄱㄱㄹ,525,Feature/refactor,0,0,unknown
ㄱㄱㄹ,524,Feature/refactor,0,0,unknown
ㄱㄱㄹ,523,Feature/refactor,0,0,unknown
ㄱㄱㄹ,521,Feature/refactor,0,0,unknown
ㄱㄱㄹ,520,Feature/refactor,0,0,unknown
ㄱㄱㄹ,519,Feature/refactor,0,0,unknown
ㄱㄱㄹ,518,Feature/refactor,0,0,unknown
ㄱㄱㄹ,516,Feature/refactor,0,0,unknown
ㄱㄱㄹ,513,Feature/refactor,0,0,unknown
ㄱㄱㄹ,510,Feature/refactor,0,0,unknown
ㄱㄱㄹ,509,Feature/refactor,0,0,unknown
ㄱㄱㄹ,508,Feature/refactor,0,0,unknown
ㄱㄱㄹ,504,Feature/refactor,0,0,unknown
ㄱㄱㄹ,502,Feature/refactor,0,0,unknown
ㄱㄱㄹ,499,fix: 경력 표기 케이스 추가,0,0,unknown
ㄱㄱㄹ,498,Feature/refactor,0,0,unknown
ㄱㄱㄹ,496,style: 디자인 검수 변경사항 적용,0,0,unknown
ㄱㄱㄹ,493,fix: 디자인 수정,0,0,unknown
ㄱㄱㄹ,492,Feature/refactor,0,0,unknown
ㄱㄱㄹ,491,feat: 원픽용 경력 텍스트 포맷 추가,0,0,unknown
ㄱㄱㄹ,488,fix: 경력 연도 포맷 개선 및 표시 방식 수정,0,0,unknown
ㄱㄱㄹ,487,fix: 탭 변경 핸들러 제거 및 코드 정리,0,0,unknown
ㄱㄱㄹ,486,feat: 스마트핏 앵커 영역 추가,0,0,unknown
ㄱㄱㄹ,483,fix: 로컬에서 아이콘 표시 되도록 rewrite 설정 추가,0,0,unknown
ㄱㄱㄹ,480,modify: 서버 확인용 로그 추가,0,0,unknown
ㄱㄱㄹ,478,fix: 서류합격예측 대상자 등록 params 수정,0,0,unknown
ㄱㄱㄹ,477,fix: useOnepickChipTagsServer 에서 API 병렬 호출로 변경,0,0,unknown
ㄱㄱㄹ,476,fix: DetailContentSkeleton 컴포넌트에서 margin-top 제거,0,0,unknown
ㄱㄱㄹ,475,fix: auto-complete API 파라미터 변경 (maxCount -> pageSize),0,0,unknown
ㄱㄱㄹ,473,fix: pass-prediction -> acceptance-prediction 백엔드 네이밍 변경에 따른 프론트 변경 사항 적용,0,0,unknown
ㄱㄱㄹ,468,fix: 파트타임 -> 아르바이트 문구 수정,0,0,unknown
ㄱㄱㄹ,466,fix: 아이콘 경로 변경,0,0,unknown
ㄱㄱㄹ,464,feat: 합격 축하금 신청 불가 조건 추가,0,0,unknown
ㄱㄱㄹ,462,Feature/refactor,0,0,unknown
ㄱㄱㄹ,461,fix: 산업 코드 데이터 접근 방식 수정 및 링크 생성 로직 개선,0,0,unknown
ㄱㄱㄹ,460,fix: 기업 정보 미노출 설정에 따른 회사 정보 쿼리 및 데이터 접근 API 방식 수정,0,0,unknown
ㄱㄱㄹ,458,feat: 원픽 공고 상단 태그 추가,0,0,unknown
ㄱㄱㄹ,452,Feature/refactor,0,0,unknown
ㄱㄱㄹ,451,fix: 상세요강참고 API 호출 조건 변경,0,0,unknown
ㄱㄱㄹ,450,fix: 즉시지원 체크 로직에서 POSTING 체크 확인 로직 제거,0,0,unknown
ㄱㄱㄹ,442,feat: 서류합격예측 결과 컴포넌트 url 추가,0,0,unknown
ㄱㄱㄹ,441,feat: 서류합격예측 inactive 상태 클릭시 페이지 이동,0,0,unknown
ㄱㄱㄹ,440,Feature/refactor,0,0,unknown
ㄱㄱㄹ,438,fix: 합격축하금 신청 공통화,0,0,unknown
ㄱㄱㄹ,429,feat: 사이드바 합격축하금 신청 버튼 추가,0,0,unknown
ㄱㄱㄹ,428,fix: 원픽 합격 예측 서비스 대상자 아닐 경우 비로그인 상태 배너 노출,0,0,unknown
ㄱㄱㄹ,427,feat: 합격축하금 컴포넌트 수정,0,0,unknown
ㄱㄱㄹ,425,fix: 경력 필드 컴포넌트에서 관리자 입력 경력 처리 로직 개선,0,0,unknown
ㄱㄱㄹ,423,Feature/refactor,0,0,unknown
ㄱㄱㄹ,408,modify: 원픽 급여 텍스트 확정/예측 분기,0,0,unknown
ㄱㄱㄹ,401,Feature/refactor,0,0,unknown
ㄱㄱㄹ,398,modify: 탭 변경 후 되돌리기 시 리렌더링에 의하여 새창이 다시 켜지는 현상 수정,0,0,unknown
ㄱㄱㄹ,396,modify: 전문채용관 클릭 디바운스 추가,0,0,unknown
ㄱㄱㄹ,380,fix: 홈페이지 지원 시 개인회원 체크 대신 로그인 여부만 체크하도록 수정,0,0,unknown
ㄱㄱㄹ,378,fix: 코드 롤백,0,0,unknown
ㄱㄱㄹ,377,Feature/refactor,0,0,unknown
ㄱㄱㄹ,375,style: 지원 완료  우편  FAX 방문 버튼 컬러 변경,0,0,unknown
ㄱㄱㄹ,371,test: employment.util 테스트에서 admin 입력 관련 함수 제거 및 스타일 수정,0,0,unknown
ㄱㄱㄹ,369,fix: ResumeDownloadPopup 컴포넌트에서 링크를 Flex 컨테이너로 감싸 레이아웃 개선,0,0,unknown
ㄱㄱㄹ,368,fix: applyHomepage 함수 백엔드 응답 url로 적용되도록 수정,0,0,unknown
ㄱㄱㄹ,365,fix: Skeleton 컴포넌트 제거 및 로딩 상태에서 null 반환으로 변경,0,0,unknown
ㄱㄱㄹ,364,fix: 접수 버튼 텍스트 수정 (우편접수  방문접수  FAX접수),0,0,unknown
ㄱㄱㄹ,363,fix: 전지역 표시 방식 수정,0,0,unknown
ㄱㄱㄹ,362,fix: 팩스 접수 텍스트 수정 (FAX 접수로 변경),0,0,unknown
ㄱㄱㄹ,361,fix: 전문채용관 동적 설정,0,0,unknown
ㄱㄱㄹ,360,Feature/refactor,0,0,unknown
ㄱㄱㄹ,358,fix: 고용형태 관리자 입력 고려하여 모든 내용 조합 후 빈 문자열 반환 처리 추가,0,0,unknown
ㄱㄱㄹ,356,feat: 즉시지원 버튼 노출 조건 및 이력서 다운로드 버튼 노출 조건 수정,0,0,unknown
ㄱㄱㄹ,355,Feature/refactor,0,0,unknown
ㄱㄱㄹ,354,Feature/refactor,0,0,unknown
ㄱㄱㄹ,352,feat: 스크롤 오프셋 상수 추가 및 탭 렌더링 함수 리팩토링,0,0,unknown
ㄱㄱㄹ,348,feat: 지원 타입 우선순위 업데이트,0,0,unknown
ㄱㄱㄹ,347,feat: 경력 관련 로직 통합 및 기존 코드 리팩토링,0,0,unknown
ㄱㄱㄹ,346,Feature/refactor,0,0,unknown
ㄱㄱㄹ,342,fix: print.css에서 패딩을 0으로 설정하여 인쇄 스타일 최적화,0,0,unknown
ㄱㄱㄹ,341,fix: ContentOnlyLayout에 패딩 추가,0,0,unknown
ㄱㄱㄹ,340,Feature/refactor,0,0,unknown
ㄱㄱㄹ,339,fix: 불필요한 console.log 제거 및 Suspense 컴포넌트 추가로 렌더링 최적화,0,0,unknown
ㄱㄱㄹ,338,fix: 근무지역 텍스트 생성 로직 리팩토링 및 유틸리티 함수 추가,0,0,unknown
ㄱㄱㄹ,337,fix: iframe 프린트 최적화 및 페이지 브레이크 조정,0,0,unknown
ㄱㄱㄹ,336,fix: JobInfoItem 컴포넌트에서 TooltipSquare를 TooltipBox로 변경 및 레이아웃 수정,0,0,unknown
ㄱㄱㄹ,334,feat: 타이틀 이미지 오버레이 컴포넌트 및 스타일 추가,0,0,unknown
ㄱㄱㄹ,331,fix: 마감일 포맷 함수에 대한 테스트 케이스 추가 및 수정,0,0,unknown
ㄱㄱㄹ,329,modify: pay 관련 타입 및 상수 추가  usePay 수정 [TEST-71983],0,0,unknown
ㄱㄱㄹ,318,feat: 트위터 공유 제목을 데이터에서 동적으로 가져오도록 수정,0,0,unknown
ㄱㄱㄹ,317,feat: 공고 수정 버튼 노출 조건 로직을 useDisplayEdit 훅으로 분리,0,0,unknown
ㄱㄱㄹ,316,Feature/refactor,0,0,unknown
ㄱㄱㄹ,314,fix: console.log를 logger로 변경,0,0,unknown
ㄱㄱㄹ,310,feat: 근무지역 요약 생성 로직 리팩토링 및 테스트 케이스 추가,0,0,unknown
ㄱㄱㄹ,307,fix: 트위터 및 페이스북 공유 링크 생성 로직 수정,0,0,unknown
ㄱㄱㄹ,303,fix: 세종시 제외 관련 주석 추가 및 전지역 코드 처리 로직 개선,0,0,unknown
ㄱㄱㄹ,300,feat: usePrint 훅 및 IframeViewer에서 iframe 로딩 상태 관리 개선,0,0,unknown
ㄱㄱㄹ,295,feat: 프린트 레이아웃 개선,0,0,unknown
ㄱㄱㄹ,293,feat: 급여 정보 표시 기능 개선,0,0,unknown
ㄱㄱㄹ,290,feat: 급여 정보 표시 기능 추가,0,0,unknown
ㄱㄱㄹ,282,Feature/job summary,0,0,unknown
ㄱㄱㄹ,277,refactor: Anchor Tab 컴포넌트 리팩토링,0,0,unknown
ㄱㄱㄹ,276,feat: 공고 수정 기능 추가,0,0,unknown
ㄱㄱㄹ,275,refactor: 지원 타입 및 공고 정보 로직 개선,0,0,unknown
ㄱㄱㄹ,271,style: TitleImage 컴포넌트의 네비게이션 버튼 디자인 개선,0,0,unknown
ㄱㄱㄹ,269,feat: 공고 이미지 Swiper 네비게이션 기능 구현,0,0,unknown
ㄱㄱㄹ,265,feat: 지원 타입 및 조건 로직 추가,0,0,unknown
ㄱㄱㄹ,264,feat: 지원 타입 및 조건 로직 추가,0,0,unknown
ㄱㄱㄹ,259,feat: GIPreviewPage 이름 변경 및 프린트 스타일 추가,0,0,unknown
ㄱㄱㄹ,258,Feature/apply button,0,0,unknown
ㄱㄱㄹ,257,Feature/related chips,0,0,unknown
ㄱㄱㄹ,256,feat: 원픽채용관 관련태그 api 추가,0,0,unknown
ㄱㄱㄹ,252,feat: recruit-sro 엔티티 구조 개선 및 랜덤 링크 기능 추가,0,0,unknown
ㄱㄱㄹ,251,feat: 지역 코드 및 사용자 인증 관련 API 클라이언트 추가 및 리팩토링,0,0,unknown
ㄱㄱㄹ,250,feat: 지역 코드 및 사용자 인증 관련 API 클라이언트 추가 및 리팩토링,0,0,unknown
ㄱㄱㄹ,248,feat: 직무 요약버전 텍스트 변환 및 주석 추가,0,0,unknown
ㄱㄱㄹ,241,fix: 타입 에러 수정,0,0,unknown
ㄱㄱㄹ,240,feat: 연관태그 SRO API 및 데이터 모델 추가,0,0,unknown
ㄱㄱㄹ,239,feat: 연관태그 SRO API 및 데이터 모델 추가,0,0,unknown
ㄱㄱㄹ,238,modify: 앵커 탭 스크롤 동작 개선 및 버그 수정,0,0,unknown
ㄱㄱㄹ,236,feat: 직무 키워드 및 산업 관련 데이터 조회 링크 생성 기능 추가,0,0,unknown
ㄱㄱㄹ,233,Feature/path,0,0,unknown
ㄱㄱㄹ,230,modify: 회사 링크에 JOBKOREA_URL 추가,0,0,unknown
ㄱㄱㄹ,224,feat: 디바운스 훅 추가,0,0,unknown
ㄱㄱㄹ,216,Feature/refactor,0,0,unknown
ㄱㄱㄹ,214,feat: 로그인 체크 훅 추가 및 함수명 변경,0,0,unknown
ㄱㄱㄹ,209,refactor: jobs entities 폴더 내 model 디렉토리 파일명 수정,0,0,unknown
ㄱㄱㄹ,202,Feature/job info,0,0,unknown
ㄱㄱㄹ,200,Feature/job info,0,0,unknown
ㄱㄱㄹ,199,Feature/job info,0,0,unknown
ㄱㄱㄹ,197,Feature/job info,0,0,unknown
ㄱㄱㄹ,195,Feature/job info,0,0,unknown
ㄱㄱㄹ,194,feat: 데이터 패칭 시 로딩 처리 추가,0,0,unknown
ㄱㄱㄹ,192,modify: barrel export 수정,0,0,unknown
ㄱㄱㄹ,190,Feature/test,0,0,unknown
ㄱㄱㄹ,187,Feature/jobs,0,0,unknown
ㄱㄱㄹ,166,feat: PassPrediction 컴포넌트 테스트 코드 추가,0,0,unknown
ㄱㄱㄹ,165,feat: PassPrediction 컴포넌트 리팩토링 및 조건부 로직 개선,0,0,unknown
ㄱㄱㄹ,161,modify: 공유 기능에서 단축 URL 생성 로직 개선,0,0,unknown
ㄱㄱㄹ,160,modify: 공유 기능에서 단축 URL 생성 로직 개선,0,0,unknown
ㄱㄱㄹ,159,modify: shorten-url API 호출 경로 수정 및 로그 제거,0,0,unknown
ㄱㄱㄹ,158,refactor: job-info 기능을 widgets에서 features로 이동,0,0,unknown
ㄱㄱㄹ,156,feat: 관련 태그 채용관 정보 추가,0,0,unknown
ㄱㄱㄹ,151,modify: 이메일 모달 기능 개선 및 사용 방식 변경,0,0,unknown
ㄱㄱㄹ,148,modify: 이메일 폼 baseUrl 주소 변경,0,0,unknown
ㄱㄱㄹ,147,Feature/share,0,0,unknown
ㄱㄱㄹ,146,feat: 코드 api 수정 및 환경변수 설정,0,0,unknown
ㄱㄱㄹ,144,Feature/share,0,0,unknown
ㄱㄱㄹ,134,fix: HOST_URL search 주소에서 jobs 주소로 변경,0,0,unknown
ㄱㄱㄹ,128,chore: env 변경 (internal eks 주소에서 서버 주소로 변경),0,0,unknown
ㄱㄱㄹ,127,modify: 주석 추가 및 api 함수명 통일,0,0,unknown
ㄱㄱㄹ,125,chore: docker에서 주입되는 환경변수 env파일에서 주석처리,0,0,unknown
ㄱㄱㄹ,123,fix: 로그인 API에 client env로 되어있던 부분 server env로 변경,0,0,unknown
ㄱㄱㄹ,120,Feature/related chips,0,0,unknown
ㄱㄱㄹ,119,feat: 서버 queryclient 캐시 처리,0,0,unknown
ㄱㄱㄹ,116,Feature/dmp,0,0,unknown
ㄱㄱㄹ,114,Feature/chips,0,0,unknown
ㄱㄱㄹ,111,feat: 타이틀 칩스 API 연동,0,0,unknown
ㄱㄱㄹ,108,chore: jds/tooltip lockfile 추가,1,0,unknown
ㄱㄱㄹ,107,chore: jds/tooltip 패키지 다운로드,1,0,unknown
ㄱㄱㄹ,105,feat: 원픽공고 합격축하금 컴포넌트 추가,1,0,unknown
ㄱㄱㄹ,104,feat: 툴팁 컴포넌트 추가,0,0,unknown
ㄱㄱㄹ,100,Feature/title,0,0,unknown
ㄱㄱㄹ,92,feat: 원픽 사이드바 추가,1,1,unknown
ㄱㄱㄹ,87,feat: 하단 텍스트 광고 정렬,1,0,unknown
ㄱㄱㄹ,84,Feature/ads,1,0,unknown
ㄱㄱㄹ,82,fix: Image 컴포넌트의 에러 핸들링 개선,1,0,unknown
ㄱㄱㄹ,80,modify: 채용 상세 페이지 서버/클라이언트 컴포넌트 분리 및 기능 개선,1,0,unknown
ㄱㄱㄹ,68,fix: shared 컴포넌트 디렉토리 변경,1,0,unknown
ㄱㄱㄹ,66,Feature/fsd,1,0,unknown
ㄱㄱㄹ,62,modify: 디렉토리 구조 변경,1,0,unknown
ㄱㄱㄹ,49,feat: 사이드바 컴포넌트 추가 및 관련 태그와의 스티키 기능 구현. 광고 이미지 추가 및 관련 태그 스타일 수정.,1,0,unknown
ㄱㄱㄹ,45,modify: 스크랩 버튼 경로 수정,1,0,unknown
ㄱㄱㄹ,44,Feature/fsd,1,0,unknown
ㄱㄱㄹ,40,* modify: remove any type,1,0,unknown
ㄱㄱㄹ,31,Fix: 디렉토리 구조 변경,1,0,unknown
ㄱㄱㄹ,30,fix: 빌드 에러 해결,1,0,unknown
ㄱㄱㄹ,29,Feature/title,1,1,unknown
ㄱㄱㄹ,28,feat: 레이아웃 영역 잡기,1,1,unknown
ㄱㄱㄹ,27,feat: 기업 정보 컴포넌트 추가,1,0,unknown
ㅇㄹㅇ,872,remove: 즉시지원 시 얼럿 제거,1,0,unknown
