해시,작성자,메시지,날짜,변경라인,파일수,파일핵심도,변경고유율,변경유형,메시지시그널,영향범위,가치점수,등급
52b57ddf50ec,ㅊㅁㄱ,feat: 엑셀 다운로드 상태 polling 기능 추가,2025-12-29,81,5,0.7,1.0,0.6,0.8,0.6,74,A
c987651243dd,ㅊㅁㄱ,modify: env,2025-12-29,8,4,0.3,0.3,0.2,0.4,0.5,31,C
7420af7fb3f6,ㅊㅁㄱ,modify: InputSalary  SelectChipBox 컴포넌트 성능 최적화,2025-12-29,3930,38,0.7,0.304,0.5,0.6,0.4,53,B
baecd0c336a1,ㄱㅅㅁ,modify: 워크스페이스 및 초대 flow layout,2025-12-29,4,2,0.7,1.0,0.2,0.4,0.5,57,B
64a13e2364b5,ㄱㅅㅁ,fix: UNAUTHORIZED 에러 시 BE의 cookie 삭제 헤더 전파,2025-12-28,338,4,0.7,0.526,0.5,0.75,0.6,61,A
f261c3ff3df2,ㅊㅁㄱ,Fix/job posting form,2025-12-27,511,13,0.7,0.615,0.4,0.9,0.4,61,A
bd31597ef04f,ㅊㅁㄱ,Fix/job posting form,2025-12-26,251,25,0.3,1.0,0.6,0.9,0.4,62,A
b849f220c14b,ㅊㅁㄱ,Fix/job posting form,2025-12-26,451,14,0.3,0.921,0.4,0.9,0.4,55,B
92c571972254,ㅂㄴㄹ,fix: qa 오류,2025-12-26,464,15,0.3,0.584,0.4,0.9,0.4,48,B
9ce6652450d8,ㅊㅁㄱ,Fix/job posting form,2025-12-26,351,9,0.7,1.0,0.6,0.9,0.5,75,A
5e478f29bd16,ㄱㄱㅇ,refactor: LayoutApplicantCalendar > LayoutApplicantManagement 변경,2025-12-26,575,21,0.7,0.739,0.4,0.5,0.4,57,B
cb652820c559,ㅊㅁㄱ,fix: qa issues,2025-12-26,138,10,0.3,1.0,0.6,0.9,0.4,62,A
fe9f19788d7d,ㅂㅅㅎ,BZWIconEditBtn 컴포넌트 추가,2025-12-26,76,3,0.3,1.0,0.6,0.7,0.8,62,A
a3ea11c64bd4,ㅂㅅㅎ,지원자 리스트 기획/디자인 QA,2025-12-26,297,17,0.7,0.8,0.5,0.4,0.4,60,A
d6612f6600fc,ㅊㅁㄱ,modify: areaCode default value,2025-12-26,86,3,0.3,0.967,0.3,0.4,0.8,50,B
a77b41465469,ㅊㅁㄱ,Fix/job posting form,2025-12-25,8783,65,0.7,0.422,0.4,0.9,0.4,57,B
78fe86e56455,ㄱㅅㅁ,feat: 잡코리아 referrer 체크로 무한 리다이렉트 방지,2025-12-24,85,2,0.7,0.886,0.6,0.8,0.8,74,A
5cd58d3e8c65,ㅊㅁㄱ,Fix/job posting form,2025-12-24,233,17,0.7,0.758,0.5,0.9,0.4,66,A
06a8059957ba,ㅊㅁㄱ,modify: qa issues,2025-12-24,53,6,0.3,1.0,0.5,0.4,0.5,52,B
51fa805031cf,ㅊㅁㄱ,modify: setSalaryInfo,2025-12-24,6,1,0.3,1.0,0.2,0.4,0.7,47,B
ad5bec1d21f9,ㅊㅁㄱ,modify: setCareerInfo,2025-12-24,4,1,0.3,1.0,0.2,0.4,0.7,47,B
2261a0bcc497,ㅂㄴㄹ,fix: qa 오류,2025-12-24,446,9,0.7,1.0,0.5,0.9,0.5,72,A
23ba3ae753c6,ㅊㅁㄱ,modify: 잡코리아 직무 스키마 변경,2025-12-24,438,8,0.7,0.427,0.5,0.4,0.5,53,B
3414ba9e472f,ㅊㅁㄱ,modify: 공고 리스트 SORT_OPTIONS,2025-12-24,4,1,0.3,1.0,0.3,0.4,0.7,50,B
3dfc15e6dd98,ㅊㅁㄱ,Fix/job posting form,2025-12-24,4,2,0.3,1.0,0.3,0.9,0.5,55,B
cf4039246da2,ㅂㅅㅎ,지원자 스키마 업데이트 및 관련 타입명 변경,2025-12-24,98,9,0.7,0.422,0.5,0.4,0.5,53,B
fb6c95ae67e2,ㅂㅅㅎ,지원자관리 스키마 업데이트에 따른 프론트엔드 코드 수정,2025-12-23,222,10,0.7,0.489,0.5,0.8,0.4,59,B
95a2dfa1e4c8,ㅂㅅㅎ,refactor: 지원자 칸반 드래그앤드롭 @dnd-kit 기반 재구현,2025-12-23,3812,19,0.7,0.482,0.5,0.5,0.4,55,B
8d52368d4e9a,ㅊㅁㄱ,modify: 모두 지우기  템플릿 다시 불러오기 얼럿 추가 [TEST-75454][TEST-75456],2025-12-23,57,1,0.3,1.0,0.8,0.8,0.9,70,A
c846c98c541b,ㅊㅁㄱ,Fix/job posting form,2025-12-23,36,1,0.3,1.0,0.3,0.9,0.9,59,B
b486b75fe907,ㅊㅁㄱ,fix: qa issues [TEST-75501][TEST-75499],2025-12-23,258,15,0.7,1.0,0.5,1.0,0.4,73,A
8eb5c56ce605,ㄱㅅㅁ,🔧 워크스페이스 인증 및 리다이렉트 로직 개선,2025-12-23,282,5,0.7,0.945,0.7,0.6,0.6,72,A
3afdf6815a7a,ㅊㅁㄱ,modify: transformCareerRange,2025-12-23,15,1,0.3,1.0,1.0,0.4,0.9,69,A
f1a954914464,ㅊㅁㄱ,Fix/job posting form,2025-12-23,487,13,0.3,0.612,0.5,0.9,0.4,51,B
1277b0595027,ㄱㅅㅁ,fix: Middleware 쿠키 전파 이슈 해결,2025-12-23,3516,36,0.8,0.542,0.5,0.9,0.4,65,A
549ca9f67ba7,ㄱㅅㅁ,fix: SSO 인증 무한루프 및 2FA stateCode 처리 개선,2025-12-22,1246,14,0.8,0.636,0.5,0.9,0.4,67,A
6a9b52da4916,ㅂㄴㄹ,fix: 오류 수정 및 기업정보 api endpoint 변경 반영,2025-12-22,392,23,0.7,1.0,0.5,0.9,0.4,71,A
2c2380a8de48,ㄱㅅㅁ,SSO 인증 시 from_bizcenter_login 파라미터 무한 루프 해결,2025-12-22,136,2,0.7,0.867,0.6,0.4,0.8,67,A
69c708b11bd6,ㄱㅅㅁ,워크스페이스 인증 리다이렉트 URL 도메인 처리 개선,2025-12-22,45,2,0.7,1.0,0.6,0.6,0.8,73,A
6d03090eac75,ㄱㅅㅁ,Middleware-Server Component 인증 데이터 전달 오류 수정,2025-12-22,4998,24,0.8,0.721,0.5,0.8,0.4,67,A
8a1d85894bdd,ㅊㅁㄱ,modify: 대기중 공고 10개 체크  경력 미입력 버그,2025-12-22,20,4,0.3,1.0,0.3,0.4,0.5,48,B
0701da489d44,ㄱㅅㅁ,워크스페이스 활동 내역 리스트 수정 및 상세 기능 구현,2025-12-22,4816,49,0.7,0.45,0.4,0.8,0.4,56,B
99326425ec3d,ㄱㅅㅁ,JK PM Config 패키지 적용 (v0.0.2 - Mock Data),2025-12-22,69,7,0.7,0.484,0.3,0.4,0.5,49,B
3c9cbf6a1b88,ㅊㅁㄱ,Fix/job posting form,2025-12-22,728,5,0.3,0.684,0.4,0.9,0.6,52,B
a50ae36bfbcd,ㅂㅅㅎ,공고 리다이렉트 로직 개선 및 즐겨찾기 상태 동기화 개선 작업,2025-12-21,457,12,0.7,0.64,0.5,0.6,0.4,59,B
439f7b7e84eb,ㅂㅅㅎ,modify: 벌크 면접 제안 기능 개선,2025-12-21,425,7,0.7,0.752,0.5,0.6,0.5,63,A
5b58b1218cfa,ㅂㄴㄹ,modify: 이전 공고 불러오기 후 공고상세요강 가져올때 헤더 정보 제거하고 가져오기,2025-12-19,71,3,0.7,1.0,0.6,0.15,0.8,66,A
b825c3d266f3,ㅊㅁㄱ,Feature/jobs list,2025-12-19,340,20,0.7,0.926,0.5,0.8,0.4,68,A
dc2dad408479,ㅂㄴㄹ,fix: AI공고등록 오류,2025-12-19,2157,33,0.7,0.871,0.4,0.9,0.4,66,A
a97bd3291922,ㄱㅅㅁ,2단계 인증 stateCode 추가,2025-12-19,369,8,0.7,0.61,0.5,0.7,0.5,61,A
aad251655a46,ㅊㅁㄱ,Feature/job posting form,2025-12-19,391,14,0.7,0.787,0.4,0.8,0.4,63,A
7a9dc5b01421,ㅁㅅㅇ,modify: enhance Button component guidelines for width handling in Figma designs,2025-12-19,47,2,0.7,1.0,0.3,0.4,0.8,62,A
16d3fb92c6ad,ㅊㅁㄱ,modify: 공고 간편 재등록 수정,2025-12-19,621,12,0.7,0.987,0.4,0.8,0.4,67,A
0c4185feda07,ㅁㅅㅇ,modify: skill Remove obsolete Figma design skills and update design tokens CSS...,2025-12-19,4330,11,0.7,0.673,0.5,0.4,0.4,57,B
176632ed16ed,ㄱㅅㅁ,modify: two-factor 인증 link 수정,2025-12-19,11,2,0.7,1.0,0.3,0.8,0.5,66,A
b8c880aa2af0,ㅊㅁㄱ,Feature/job posting form,2025-12-19,258,7,0.7,0.882,0.5,0.8,0.5,68,A
6c66fbe9e655,ㅂㄴㄹ,modify: 공고 등록 오류 수정,2025-12-18,1609,24,0.7,0.513,0.5,0.8,0.4,60,A
237cf11a9bb2,ㄱㅅㅁ,비즈센터 이용 제한 기능 구현,2025-12-18,1091,10,0.8,0.722,0.5,0.7,0.4,65,A
e168e2de245c,ㄱㅅㅁ,2단계 미인증 회원 인증 페이지 이동,2025-12-18,955,11,0.8,0.623,0.5,0.4,0.4,59,B
50bdd88743b8,ㅊㅁㄱ,Feature/job posting form,2025-12-18,846,17,0.7,0.6,0.5,0.8,0.4,61,A
88895945a008,ㄱㅅㅁ,BZWTextField 컴포넌트 구현 및 워크스페이스 멤버 관리 개선,2025-12-18,2701,15,0.7,0.364,0.4,0.7,0.4,53,B
4cdc60586e17,ㅂㄴㄹ,modify: 템플릿타입 추가,2025-12-18,112,8,0.7,1.0,0.5,0.7,0.5,69,A
db1d808b5256,ㄱㅅㅁ,"Revert ""Merge branch 'feature/auth-integration-supplement' into 'release_1223'""",2025-12-17,4903,24,0.8,0.69,0.4,0.4,0.4,58,B
d1e50fff7fe2,ㅊㅁㄱ,Feature/job posting form,2025-12-17,1973,15,0.7,0.311,0.4,0.8,0.4,53,B
f6cf6f25e26d,ㅂㄴㄹ,modify: 기업 정보 저장,2025-12-17,801,16,0.7,0.88,0.5,0.4,0.4,61,A
b86960a34d60,ㄱㅅㅁ,refactor: 로그인 리다이렉트 및 세션 만료 처리에 externalPaths와 openUrl 적용,2025-12-17,464,14,0.8,0.851,0.3,0.5,0.4,60,A
adca210909f0,ㄱㅅㅁ,SSO 인증 로직 및 API 구조 개선,2025-12-17,4903,24,0.8,0.715,0.5,0.6,0.4,64,A
e0d21c5e67b3,ㅂㅅㅎ,지원자 목록 기능의 성능 최적화 및 코드 품질 개선,2025-12-17,18224,149,0.7,0.378,0.4,0.6,0.4,52,B
a46e87faec1c,ㅊㅁㄱ,Feature/job posting form,2025-12-17,1358,25,0.7,0.812,0.4,0.8,0.4,63,A
b67f8e5cbf92,ㅊㅁㄱ,modify: middleware,2025-12-16,83,1,0.7,0.823,0.15,0.4,0.9,56,B
02f30942fe4f,ㅊㅁㄱ,Feature/job posting form,2025-12-16,1202,27,0.7,0.47,0.4,0.8,0.4,56,B
aa9f24339de5,ㅊㅁㄱ,modify: REBOOT -> GRAND  그랜드 버전 적용,2025-12-16,501,28,0.7,0.884,0.5,0.4,0.4,61,A
55b720216f3b,ㄱㅅㅁ,modify: checkbox table style,2025-12-15,391,4,0.7,0.177,0.3,0.4,0.6,44,B
9fa8f69f5053,ㅊㅁㄱ,Feature/admin job posting,2025-12-15,2495,32,0.7,0.533,0.5,0.8,0.4,60,A
1d18346a1808,ㅇㄱㅎ,Test Coverage,2025-12-15,475,1,0.3,0.42,0.5,0.6,0.9,48,B
80fce8ae3a85,ㄱㅅㅁ,활동 이력 페이지 UI 개선 및 공통 컴포넌트 추가,2025-12-15,787,13,0.3,0.799,0.4,0.7,0.4,49,B
35d3890972b6,ㅊㅁㄱ,Feature/job posting form,2025-12-15,82,6,0.3,1.0,0.6,0.8,0.5,61,A
465b4bc00e2f,ㄱㄱㅇ,Feature/calendar modify,2025-12-15,1961,17,0.7,0.231,0.4,0.8,0.4,52,B
530c72f54444,ㅇㄱㅎ,인사담당자 면담 제안 채팅 기능 구현,2025-12-15,4256,50,0.7,0.47,0.5,0.7,0.4,57,B
f7b7465565bc,ㄱㅅㅁ,날짜 포맷 통일 및 인증 API 경로 변경,2025-12-15,310,20,0.7,0.617,0.5,0.4,0.4,56,B
80fb82f1c323,ㅂㄴㄹ,modify: 저장된 form에서 상세모집요강 변환,2025-12-15,95,3,0.7,1.0,0.6,0.4,0.8,70,A
0c776a6f256f,ㅊㅁㄱ,Feature/job posting form,2025-12-14,3601,73,0.7,0.537,0.4,0.8,0.4,58,B
784bc8469d5d,ㅂㄴㄹ,Feature/company,2025-12-14,6934,84,0.7,0.538,0.5,0.8,0.4,60,A
9e4286ec293b,ㅂㄴㄹ,modify: ai builder 공고등록폼 맵핑  html 결과물 반영,2025-12-13,1275,9,0.7,0.823,0.5,0.4,0.5,61,A
11e2a0dac0b1,ㄱㄱㅇ,modify: 이력서 api 수정,2025-12-12,1550,23,0.7,0.612,0.4,0.8,0.4,59,B
669bfba207be,ㄱㅅㅁ,워크스페이스 인증 쿠키 propagation 로직 개선,2025-12-11,468,6,0.7,0.401,0.4,0.6,0.5,53,B
a1a05fafb410,ㅂㄴㄹ,modify: 에디터에 파일업로드 api 반영,2025-12-11,63,2,0.3,1.0,0.6,0.4,0.8,58,B
fb400a8789d9,ㄱㄱㅇ,modify: calendar/resume api update,2025-12-11,4147,27,0.7,0.694,0.4,0.4,0.4,55,B
6c12ef5a56b6,ㅊㅁㄱ,modify: BZWtabs to BZWTabs,2025-12-11,1298,4,0.3,0.455,0.2,0.4,0.6,35,C
e0941a3c61d7,ㅂㄴㄹ,modify: 이전 입력 내용 불러오기 api 반영  인피니트 스크롤로 변경,2025-12-10,1718,14,0.7,0.481,0.4,0.4,0.4,51,B
acd4183a54fe,ㅊㅁㄱ,modify: BZWTabs,2025-12-10,2,1,0.3,1.0,0.1,0.4,0.5,43,B
db71422fc800,ㅊㅁㄱ,Feature/job posting form,2025-12-10,2068,24,0.7,0.512,0.5,0.8,0.4,60,A
c3c8f121a9dc,ㄱㅅㅁ,Feature/auth flag,2025-12-10,532,10,0.7,0.468,0.8,0.8,0.4,66,A
e249a18baf47,ㅊㅁㄱ,modify: 공고 권한 관리 수정,2025-12-09,752,11,0.7,0.602,0.4,0.8,0.4,59,B
c1b103c20fff,ㅊㅁㄱ,modify: LayoutWorkspace styles,2025-12-09,39,4,0.7,0.978,0.3,0.4,0.5,59,B
a40d837bb4af,ㅂㅅㅎ,지원자 관리 기능의 API 및 UX 개선,2025-12-09,194,5,0.3,0.691,0.5,0.6,0.6,50,B
9b9085cfc836,ㅂㅅㅎ,remove: notify api 삭제,2025-12-09,1883,17,0.7,0.414,0.3,0.25,0.4,45,B
d7ba78e701a4,ㅊㅁㄱ,Feature/jobs list,2025-12-09,1094,23,0.7,0.684,0.4,0.8,0.4,61,A
db22929c617a,ㄱㅅㅁ,modify: react 버전 업그레이드로 인한 오류,2025-12-08,13,1,0.3,1.0,0.6,0.4,0.9,59,B
464547778a71,ㄱㅅㅁ,테스트 환경 URL 변경 (jts15 → jts13  schema URL 도메인 변경),2025-12-08,73,10,0.7,0.871,0.6,0.4,0.5,64,A
1baa93b5fdbf,ㅂㅅㅎ,modify: 지원자 목록 레이아웃 로딩 처리 및 스크롤 분기 처리,2025-12-08,6222,5,0.7,0.363,0.4,0.4,0.6,50,B
c8395d8b90f1,ㅂㅅㅎ,지원자 관리 레이아웃 공고 정보 영역 개선,2025-12-08,827,17,0.7,0.769,0.4,0.6,0.4,59,B
c70f58fc6994,ㄱㅅㅁ,custom alert 노출하는 error code 추가,2025-12-08,22,3,0.3,1.0,0.3,0.7,0.5,52,B
55d3f92e324e,ㅂㅅㅎ,지원자 액션바 심사 기능 개선 및 벌크 단계 이동 기능 강화,2025-12-07,4063,33,0.7,0.47,0.5,0.6,0.4,56,B
2f70be0905dd,ㅊㅁㄱ,modify: 모집기간  공고리스트 prefetch,2025-12-05,375,18,0.7,1.0,0.4,0.4,0.4,61,A
34c1dddb4662,ㄱㅅㅁ,fix: 워크스페이스 초대 수락 시 불량 기업/휴폐업 에러 처리 및 custom alert 추가,2025-12-05,305,7,0.3,0.837,0.5,0.9,0.5,57,B
5b800da97efc,ㅊㅁㄱ,공고관리  등록 관련 수정,2025-12-05,326,9,0.7,0.979,0.6,0.8,0.5,73,A
19f94344203b,ㅊㅁㄱ,modify: env DISPLAY_API_URL_BIZCENTER,2025-12-04,3,2,0.3,1.0,0.3,0.4,0.5,48,B
70b2c69ed8f1,ㅊㅁㄱ,modify: ModalRePosting  job posting list,2025-12-04,98,8,0.7,1.0,0.5,0.4,0.5,64,A
96aa0c05087c,ㅊㅁㄱ,Feature/job posting,2025-12-04,911,8,0.7,0.245,0.4,0.8,0.5,53,B
c091cdc5f2f0,ㅊㅁㄱ,Feature/job posting,2025-12-04,256,9,0.7,0.502,0.6,0.8,0.5,63,A
5ad0a1e8689d,ㅂㄴㄹ,Feature/jd 에디터 1차 (에디터 기능  디자인 반영  큰 플로우 반영),2025-12-04,2013,42,0.7,0.598,0.4,0.8,0.4,59,B
86f004fa8172,ㅂㅅㅎ,feat: 지원자 필터 API 연동,2025-12-04,1855,19,0.7,0.446,0.5,0.8,0.4,58,B
535eb57ae7f3,ㅊㅁㄱ,modify: baseURL,2025-12-04,12,2,0.7,1.0,0.8,0.4,0.5,72,A
467f3168d705,ㅊㅁㄱ,리액트  넥스트 취약점 버전 수정,2025-12-04,47,1,0.3,0.294,0.3,0.8,0.9,43,B
656e94c8fa98,ㅂㅅㅎ,기업회원 설정 API 엔드포인트 변경,2025-12-04,232,15,0.7,0.651,0.5,0.4,0.4,57,B
db6bf94103da,ㅂㅅㅎ,지원자 관리 스키마 업데이트,2025-12-04,129,10,0.7,0.527,0.5,0.4,0.4,54,B
d509149ab997,ㅊㅁㄱ,refactor: jobs entities  features 위치 리팩토링,2025-12-03,12874,154,0.7,0.535,0.4,0.5,0.4,53,B
5ca023b97be1,ㅊㅁㄱ,refactor: jobs product  update schema,2025-12-03,735,17,0.7,0.298,0.4,0.5,0.4,48,B
e161d8a01e3b,ㅊㅁㄱ,modify: LayoutWorkspace  jobs product page,2025-12-03,881,18,0.7,0.797,0.4,0.4,0.4,57,B
63044d8e4a7c,ㅂㅅㅎ,지원자 관리 스키마 업데이트,2025-12-03,248,4,0.7,0.24,0.3,0.4,0.6,45,B
df768afa3f8b,ㅊㅁㄱ,상품 페이지 추가,2025-12-03,1586,22,0.7,0.475,0.5,0.7,0.4,57,B
c3125360d2ca,ㅂㅅㅎ,feat: 지원자 api fetch url 수정,2025-12-03,13,1,0.3,1.0,0.15,0.8,0.9,54,B
e2fe4949e535,ㅊㅁㄱ,modify: icon types test code 추가,2025-12-02,183,1,0.3,0.703,0.5,0.7,0.9,55,B
110856f86be9,ㅂㄴㄹ,002 ai job posting upload,2025-12-02,3614,36,0.7,0.463,0.5,0.4,0.4,53,B
434be0963574,ㅂㅅㅎ,스키마 업데이트 후 타입 에러 수정 및 테스트 코드 업데이트,2025-12-02,316,9,0.7,0.285,0.3,0.8,0.5,51,B
896464cb18f9,ㅂㅅㅎ,feat: 지원자 관리 공고 리스트,2025-12-02,4988,30,0.7,0.284,0.5,0.8,0.4,55,B
8d49cda4b33a,ㅊㅁㄱ,modify: displayBaseURL,2025-12-02,408,7,0.7,0.831,0.5,0.4,0.5,61,A
2710de97ed0d,ㅊㅁㄱ,modify: displayBaseURL,2025-12-02,4,1,0.3,1.0,0.2,0.4,0.7,47,B
522e23bd38bb,ㅊㅁㄱ,modify: 공고리스트 ui  공고등록 이전공고 가이드,2025-12-02,597,16,0.3,0.692,0.4,0.4,0.4,43,B
b6faec4ccea4,ㅊㅁㄱ,modify: env.dev,2025-12-01,2,1,0.3,1.0,0.3,0.4,0.5,48,B
f09853fb2b12,ㅊㅁㄱ,refactor: 공고리스트 리팩토링,2025-12-01,240,8,0.3,0.75,0.5,0.5,0.5,49,B
a2194d0cdf8d,ㄱㅅㅁ,SSO 통합인증 연동 및 점진적 마이그레이션 구현,2025-12-01,6105,27,0.8,0.54,0.5,0.7,0.4,62,A
6de2bc030a10,ㅊㅁㄱ,modify: job-posting test codes,2025-12-01,4,1,0.3,1.0,0.2,0.4,0.7,47,B
acb262cb1cdf,ㅊㅁㄱ,modify: env,2025-12-01,27,3,0.3,1.0,0.3,0.4,0.5,48,B
e8afef6525f6,ㅊㅁㄱ,modify: validation,2025-12-01,340,6,0.7,0.974,0.5,0.4,0.5,64,A
c9d79df9d2ba,ㅊㅁㄱ,공고관리 리스트 수정,2025-12-01,258,3,0.3,1.0,0.6,0.8,0.8,64,A
809b6aaa2be5,ㅊㅁㄱ,공고 리스트  공고 등록 수정,2025-12-01,3464,35,0.8,0.547,0.4,0.8,0.4,61,A
8cf4dccf7c41,ㅂㅅㅎ,지원자 목록 페이지의 jobPostingId 관리 방식 개선 및 관련 기능 보완,2025-11-28,1537,20,0.7,0.496,0.5,0.6,0.4,56,B
f2e990cd0586,ㅊㅁㄱ,modify: displayBaseURL,2025-11-28,27,2,0.7,0.765,1.0,0.4,0.6,73,A
048b44c7957c,ㄱㅅㅁ,modify: 워크스페이스 약관 동의 시점 개선 및 개발 환경 최적화,2025-11-28,1104,15,0.3,0.812,0.5,0.6,0.4,51,B
594af0a641dc,ㅂㅅㅎ,"Revert ""Merge branch 'feature/applicant-list-jobPostingId' into 'release_1202'""",2025-11-28,2003,37,0.7,0.284,0.4,0.4,0.4,47,B
ee0e400deda8,ㅂㅅㅎ,지원자 목록 페이지의 jobPostingId 관리 방식 개선 및 관련 기능 보완,2025-11-28,2003,37,0.7,0.283,0.4,0.6,0.4,50,B
923bc4fa2d81,ㅊㅁㄱ,modify: schema  etc...,2025-11-27,147,8,0.7,0.693,0.5,0.4,0.5,58,B
4bd59440cadd,ㅊㅁㄱ,modify: BZWModal 딤드 클릭시 닫히지 않기,2025-11-27,3,1,0.3,1.0,0.3,0.4,0.7,50,B
61df0c12077a,ㅊㅁㄱ,공고등록 api  하드스킬 추천 api 연동,2025-11-27,1034,36,0.8,0.784,0.5,0.4,0.4,62,A
f71977ad08d4,ㄱㅅㅁ,modify: Husky pre-push Hook E2E 테스트 비활성화 및 MR 가이드 개선,2025-11-27,384,3,0.3,0.855,0.5,0.6,0.8,56,B
88a882419a14,ㅂㅅㅎ,지원자 벌크 결과 안내 API 연동,2025-11-27,407,9,0.7,0.77,0.4,0.4,0.5,57,B
4d6f4652b225,ㄱㅅㅁ,fix: eslint error,2025-11-27,4,2,0.7,1.0,0.2,0.9,0.5,64,A
e5bb6c070ca8,ㄱㄱㅇ,Feature/resume code,2025-11-27,3303,52,0.7,0.454,0.4,0.8,0.4,56,B
7d0d106d0bde,ㅂㅅㅎ,지원자 검색 기능 추가 및 타입 오류 수정,2025-11-27,431,16,0.7,0.592,0.3,0.8,0.4,56,B
6f536ee3a617,ㄱㅅㅁ,refactor: 워크스페이스 생성 및 초대 수락 시 약관 동의 토스트 메시지 제거,2025-11-27,729,12,0.7,0.48,0.4,0.35,0.4,50,B
890a7b1693d5,ㅂㅅㅎ,지원자 관리 API 타입 정의 개선 및 타입 단언 제거,2025-11-27,1537,20,0.7,0.237,0.3,0.45,0.4,44,B
