해시,작성자,메시지,날짜,변경라인,파일수,파일핵심도,변경고유율,변경유형,메시지시그널,영향범위,가치점수,등급
4dc7e27d433a,ㅁㅅㅇ,modify: 텍스트 노드 처리 로직 개선 - 문장 길이에 따른 'p' 태그 추가 및 불필요한 코드 제거,2025-08-18,13,2,0.7,1.0,0.15,0.55,0.5,58,B
75f449d22a5f,ㅇㄹㅇ,feat: selectBox 기본 로직 추가,2025-08-18,97,2,0.7,0.735,1.0,0.8,0.8,81,S
89c8be08584a,ㅁㅅㅇ,modify: 텍스트 노드 처리 로직 개선 - 'Pretendard' 폰트가 아닐 경우 fontFamily 스타일 추가,2025-08-18,4,1,0.3,1.0,0.9,0.7,0.7,69,A
73c3fa96c604,ㅁㅅㅇ,modify: autolayout 하위 노드일 경우 width가 적용이 안되는 현상 방지,2025-08-18,668,7,0.7,0.701,0.7,0.4,0.5,64,A
946dc9eac47e,ㅇㄹㅇ,feat: textFieldTemplate slot 추가,2025-08-18,37,1,0.3,1.0,0.6,0.8,0.9,65,A
523f3538fdba,ㅇㄹㅇ,fix: 오타수정,2025-08-18,9,1,0.3,1.0,1.0,0.9,0.7,74,A
89a5969433c9,ㅇㄹㅇ,feat: 코드 복사 시 들여쓰기 고도화 - 실제 포함된 depth만 포함,2025-08-18,59,1,0.3,0.874,0.8,0.8,0.9,67,A
a0f98d1e63e8,ㅇㄹㅇ,feat: extractTextProps - text 추출 시 자식 tag 순회 로직 추가,2025-08-18,10,1,0.3,1.0,1.0,0.8,0.9,75,A
dccda9bd9f4b,ㅇㄹㅇ,feat: textField 파싱 template 추가,2025-08-18,121,2,0.7,0.873,0.8,0.8,0.8,78,A
5aa4131f3cac,ㅁㅅㅇ,modify: .gitignore에 test 추가 및 analyzer.ts에서 layoutProps 초기화 방식 변경,2025-08-13,5,2,0.3,1.0,0.3,0.7,0.5,52,B
d77074c2f75c,ㅁㅅㅇ,refactor: analyzer.ts에서 컴파운드 컴포넌트 처리 로직 개선,2025-08-12,181,3,0.3,1.0,0.8,0.5,0.8,64,A
11d89ca4588b,ㅁㅅㅇ,modify: flow 개선 - README.md에 flow 섹션 추가  컴포넌트 유형에서 -  'TextField' 제거 및 'TextArea' 추가  - analyzer.ts에,2025-08-11,2814,11,0.7,0.215,0.4,0.55,0.4,48,B
a7ee658ed0c7,ㅁㅅㅇ,modify: README.md 내용 수정 및 컴포넌트 유형 분류 추가  불필요한 console.log 문 제거  Figma 노드 처리 로직 개선,2025-08-07,197,8,0.7,1.0,0.6,0.65,0.5,71,A
a1bbb4777dfa,ㅁㅅㅇ,add: TEXT_ONLY_CHILDREN_COMPONENT에 'TextButtonStandard' 및 'TextButtonUnderline' 추가  boxNode에서 corner,2025-08-06,4,2,0.7,1.0,0.7,0.7,0.5,74,A
e0bee5202edd,ㅁㅅㅇ,modify: README.md에 디자인 주의사항 추가  컴포넌트 핸들링 로직 개선 및 코드 비동기 처리 적용,2025-08-06,180,11,0.7,1.0,0.8,0.7,0.4,76,A
dca2fdec2706,ㅁㅅㅇ,refactor: tsconfig.json 및 vite.config 파일에서 경로 별칭 추가  코드에서 '@app' 경로 사용으로 변경,2025-08-06,647,20,0.7,0.696,0.7,0.5,0.4,64,A
efd62e7a4d6d,ㅁㅅㅇ,add: README.md에 개발자 모드 실행 방법 섹션 추가,2025-08-05,26,1,0.3,0.989,0.3,0.7,0.9,56,B
893df6c369c0,ㅁㅅㅇ,refactor: 추가로 코드 가독성 향상,2025-08-05,409,10,0.7,0.643,0.4,0.5,0.4,55,B
6f5c02f46fd1,ㅁㅅㅇ,modify: .gitignore에 .pnpm-store 및 backup 추가  pnpm-lock.yaml에 '@types/highlight.js' 의존성 추가  README.md,2025-08-04,4459,35,0.7,0.726,0.7,0.8,0.4,69,A
905b9b69ac6d,ㅁㅅㅇ,refactor: 디버그용 console.log 문 제거,2025-08-01,181,2,0.7,1.0,0.6,0.35,0.8,69,A
04b25080cd7e,ㅁㅅㅇ,refactor: analyzer.ts 코드 구조 개선,2025-08-01,709,3,0.7,0.757,0.7,0.5,0.8,69,A
e1b4ae38d13a,ㅁㅅㅇ,modify: EXPORT_LIST에 없는 컴포넌트 하위에 TEXT가 있는 경우 텍스트만 노출하도록 수정,2025-07-31,239,2,0.7,0.878,0.8,0.8,0.8,79,A
e81b3bf7e080,ㅁㅅㅇ,패키지 의존성 추가 및 업데이트  코드 스타일 개선  Figma 플러그인 초기화 리팩토링,2025-07-31,9207,24,0.7,0.336,0.4,0.7,0.4,52,B
33c563a8acd5,ㅁㅅㅇ,add: README.md에서 라이센스 섹션의 잘못된 문자 수정,2025-07-31,910,14,0.7,0.788,0.4,0.8,0.4,63,A
c2b665e85a52,ㅁㅅㅇ,add: init,2025-07-31,13727,31,0.7,0.282,0.4,0.4,0.4,47,B
64c8a779222c,ㅁㅅㅇ,Initial commit,2025-07-31,0,0,0.0,1.0,0.0,0.4,0.0,26,C
