이름,MR_IID,MR제목,받은코멘트수,승인자수,CI결과
ㅇㅅㅇ2,407,modify: JobList 및 ProductList 컴포넌트에서 지역 코드 및 텍스트 처리 개선,1,0,unknown
ㅇㅅㅇ2,406,modify: 환경 변수 업데이트,1,0,unknown
ㅇㅅㅇ2,405,modify: 환경 변수 및 API 관련 설정 업데이트,1,0,unknown
ㅇㅅㅇ2,404,modify: ProductList 컴포넌트의 budgetId 타입 변경,1,0,unknown
ㅇㅅㅇ2,403,* modify: Search 페이지에서 xflow 관련 코드 주석 처리,2,0,unknown
ㅇㅅㅇ2,402,modify: JobList 컴포넌트에서 불필요한 쿼리 제거 및 A/B 테스트 관련 코드 주석 처리,3,0,unknown
ㅇㅅㅇ2,401,modify: 클릭 영역 수정,4,0,unknown
ㅇㅅㅇ2,400,modify: xflow Default 값 변경,4,0,unknown
ㅇㅅㅇ2,399,modify: CardJob 컴포넌트의 Typography 크기 변경,4,0,unknown
ㅇㅅㅇ2,398,modify: CompanyLogo 컴포넌트의 레이아웃 개선 및 CardJob에서의 사용 방식 변경,4,0,unknown
ㅇㅅㅇ2,397,modify: CompanyLogo 및 Title 컴포넌트의 onClick 핸들러 수정,2,0,unknown
ㅇㅅㅇ2,396,modify: ProductList 컴포넌트에 회사 링크 추가 및...,2,0,unknown
ㅇㅅㅇ2,395,modify: JobkoreaSearchDisplayCompanyControllerDtoRequestCompanyRequest의...,2,0,unknown
ㅇㅅㅇ2,393,modify: BadgeItem 및 CardJob 컴포넌트의 props 이름 변경,3,0,unknown
ㅇㅅㅇ2,392,modify: GrayChip 컴포넌트에 Block 컴포넌트 추가 및 area 관련 유틸리티 함수 테스트 코드 작성,3,0,unknown
ㅇㅅㅇ2,391,modify: 급여 타입에 따른 payRange 포맷팅 함수 추가 및 관련 테스트 코드 작성,3,0,unknown
ㅇㅅㅇ2,390,modify: GrayChip 컴포넌트에 HTML 엔티티 디코딩 기능 추가,2,0,unknown
ㅇㅅㅇ2,389,modify: PowerLink 및 ProfessionalRecruitment 컴포넌트의 버튼 크기 변경,3,0,unknown
ㅇㅅㅇ2,388,modify: GrayChip 컴포넌트의 급여 타입 표시 로직 개선,5,0,unknown
ㅇㅅㅇ2,387,modify: BadgeItem 및 GrayChip 컴포넌트에 급여 타입 코드 추가,6,0,unknown
ㅇㅅㅇ2,386,modify: 인증 성공 시 jobStatus refetch 조건 추가,5,0,unknown
ㅇㅅㅇ2,385,modify: JobList 컴포넌트에서 A/B 테스트를 위한 데이터 가져오기 로직 추가,5,0,unknown
ㅇㅅㅇ2,384,modify: JobList 컴포넌트의 정렬 및 검색 기능 개선,5,0,unknown
ㅇㅅㅇ2,383,modify: CardJob 및 JobList 컴포넌트 개선,3,0,unknown
ㅇㅅㅇ2,382,modify: 검색 기능 개선 및 컴포넌트 정리,4,0,unknown
ㅇㅅㅇ2,381,modify: XFLOW_API_URL을 prd.jobko.io로 변경 및 fetch.ts에서 불필요한 로그 제거,3,0,unknown
ㅇㅅㅇ2,380,modify: /experiments 경로에 대한 응답 로그 추가,3,0,unknown
ㅇㅅㅇ2,379,modify: log 추가,3,0,unknown
ㅇㅅㅇ2,378,modify: XFLOW_API_URL을 jobko.io로 변경,3,0,unknown
ㅇㅅㅇ2,377,modify: JobList 및 ProductList 컴포넌트에 rt 속성 추가 및 setCurrentApplyJob 함수 수정,2,0,unknown
ㅇㅅㅇ2,376,modify: JobList 및 ProductList 컴포넌트에서 xflowExperiments 그룹을 URL에 추가하여 링크 업데이트,2,0,unknown
ㅇㅅㅇ2,375,modify: professionalRecruitmentData 접근 방식 개선,3,0,unknown
ㅇㅅㅇ2,373,modify: 검색 기능 개선 및 컴포넌트 정리,17,0,unknown
ㅇㅅㅇ2,371,modify: UUID 관리 로직 및 Search 페이지 수정,1,0,unknown
ㅇㅅㅇ2,370,modify: xflow 관련 환경 변수 추가 및 API 호출 로직 구현,2,0,unknown
ㅇㅅㅇ2,369,modify: header 버전업 적용,1,0,unknown
ㅇㅅㅇ2,368,modify: header 버전업 적용,1,0,unknown
ㅇㅅㅇ2,367,modify: @jk/react-pc-header 패키지 버전 업데이트,1,0,unknown
ㅇㅅㅇ2,366,modify: @jds/header를 @jk/react-pc-header로 변경,1,0,unknown
ㅇㅅㅇ2,365,modify: 패키지 의존성 업데이트 및 레이아웃 파일 수정,1,0,unknown
ㅇㅅㅇ2,364,modify: 스마트핏 공고 point api에 sccode 추가,1,0,unknown
ㅇㅅㅇ2,363,feat: GitLab CI 설정 추가 및 @jds/mrnotification 패키지 설치,1,0,unknown
ㅇㅅㅇ2,362,* modify: fetchCode 함수에서 캐시 히트 및 미스 로그 추가,1,0,unknown
ㅇㅅㅇ2,361,* modify: fetchCode 함수에서 캐시 히트 및 미스 로그 추가,1,0,unknown
ㅇㅅㅇ2,360,modify: fetch timeout 설정 추가,1,0,unknown
ㅇㅅㅇ2,359,modify: API 요청의 타임아웃 설정 주석 처리,1,0,unknown
ㅇㅅㅇ2,358,modify: Dockerfile에서 Node.js 이미지에 alias 추가,1,0,unknown
ㅇㅅㅇ2,357,modify: API 응답 파라미터 및 타입 수정,1,0,unknown
ㅇㅅㅇ2,356,modify: fetch 함수에서 응답의 Content-Type 검증 추가,1,0,unknown
ㅇㅅㅇ2,355,modify: font width 값 변경,1,0,unknown
ㅇㅅㅇ2,354,modify: API 캐시 기능 추가 및 메모리 캐시 사용 개선,1,0,unknown
ㅇㅅㅇ2,353,modify: 텍스트 색상 변경 및 CSS 수정,1,0,unknown
ㅇㅅㅇ2,352,modify: setCookie 함수에 도메인 인자 추가 및 테스트 수정,1,0,unknown
ㅇㅅㅇ2,351,* modify: master 병합,1,0,unknown
ㅇㅅㅇ2,349,modify: setCookie 함수에 도메인 인자 추가,1,0,unknown
ㅇㅅㅇ2,348,modify: useGetCode 훅에서 API 호출 방식을 httpClient로 변경,1,0,unknown
ㅇㅅㅇ2,347,modify: useGetCode 훅에서 API 호출 URL 수정,1,0,unknown
ㅇㅅㅇ2,346,modify: API 호출 URL 수정,1,0,unknown
ㅇㅅㅇ2,345,modify: API 타임아웃 설정 변경,1,0,unknown
ㅇㅅㅇ2,344,modify: API 타임아웃 설정 및 fetch 함수에 타임아웃 기능 추가,1,0,unknown
ㅇㅅㅇ2,343,modify: SearchChildrenClient 및 Pagination 컴포넌트 수정,1,0,unknown
ㅇㅅㅇ2,342,modify: @jds/theme 패키지 버전 업데이트 및 페이지네이션 수정,1,0,unknown
ㅇㅅㅇ2,341,modify: Sentry 설정에서 리플레이 통합 주석 처리,1,0,unknown
ㅇㅅㅇ2,340,modify: SearchChildrenClient 컴포넌트의 JobList 렌더링 조건 수정,1,0,unknown
ㅇㅅㅇ2,339,modify: SearchChildrenClient 컴포넌트에 useSearchParams 추가 및 JobList 렌더링 조건 개선,1,0,unknown
ㅇㅅㅇ2,338,modify: SearchChildrenClient 컴포넌트에 productList prop 추가 및 JobList 조건부 렌더링 개선,1,0,unknown
ㅇㅅㅇ2,337,modify: FilterJob 및 FilterLevel 컴포넌트에 Skeleton 로딩 UI 추가,1,0,unknown
ㅇㅅㅇ2,336,modify: Search 페이지의 키워드 분석 로직 개선 및 Pagination 조건 수정,1,0,unknown
ㅇㅅㅇ2,335,modify: @jds/theme 및 @jk/react-share 패키지 버전 업데이트,1,0,unknown
ㅇㅅㅇ2,334,modify: useGetCode API 호출 경로 수정,1,0,unknown
ㅇㅅㅇ2,333,modify: useGetCode API 호출 경로 수정 및 자격 증명 포함,1,0,unknown
ㅇㅅㅇ2,332,fix: useGetCode 캐시 병합 로직 개선 및 로딩 UI 추가,1,0,unknown
ㅇㅅㅇ2,331,modify: @jds/theme 패키지 버전 업데이트 및 컴포넌트 수정,1,0,unknown
ㅇㅅㅇ2,330,modify: CardCommon 컴포넌트에서 회사 로고 조건부 렌더링 추가,1,0,unknown
ㅇㅅㅇ2,329,modify: 환경 변수 URL 수정 및 배너 텍스트 변경,1,0,unknown
ㅇㅅㅇ2,328,modify: CardCommon 및 CardCpc 컴포넌트에서 뱃지 및 이미지 처리 로직 개선,1,0,unknown
ㅇㅅㅇ2,327,modify: Search 및 Filter 컴포넌트에서 Hydration 최적화,1,0,unknown
ㅇㅅㅇ2,326,fix: 불필요한 console.log 제거 및 fetchCode.ts에서 로그 추가,1,0,unknown
ㅇㅅㅇ2,325,modify: tab 위치 변경 및 연관검색어 변경,1,0,unknown
ㅇㅅㅇ2,323,modify: 컴포넌트 스타일 및 클릭 이벤트 수정,1,0,unknown
ㅇㅅㅇ2,322,modify: CardAlbamon 및 CardCompany 컴포넌트 배경색 변경,1,0,unknown
ㅇㅅㅇ2,321,modify: QuickMenu 및 CardCpc 컴포넌트 수정,1,0,unknown
ㅇㅅㅇ2,320,modify: API 요청 데이터 처리 방식 변경,1,0,unknown
ㅇㅅㅇ2,317,modify: jk 패키지 설치 및 cpc 상품 추가  ui 변경,8,0,unknown
ㅇㅅㅇ2,316,modify: fetchCodeHub에서 ServiceChannel 헤더 제거,1,0,unknown
ㅇㅅㅇ2,315,* modify: master 병합,1,0,unknown
ㅇㅅㅇ2,314,modify: 필터 리스트 컴포넌트에 필터 쿼리 키 추가,1,0,unknown
ㅇㅅㅇ2,313,modify: 운영 체제 및 클라이언트 타입 판별 로직 개선,1,0,unknown
ㅇㅅㅇ2,312,modify: 광고 타겟팅 필터링 로직 개선,1,0,unknown
ㅇㅅㅇ2,311,modify: 직업 분류 코드 파싱 로직 개선,1,0,unknown
ㅇㅅㅇ2,310,modify: 운영 체제 판별 로직 개선,1,0,unknown
ㅇㅅㅇ2,308,modify: Search 페이지 메타데이터에 robots 속성 추가,1,0,unknown
ㅇㅅㅇ2,307,remove: getChipText 유틸리티 함수 삭제,1,0,unknown
ㅇㅅㅇ2,305,modify: Search 페이지의 canonical URL 수정,1,0,unknown
ㅇㅅㅇ2,303,modify: 광고 배너 로그 생성 및 클라이언트 타입 추가,1,0,unknown
ㅇㅅㅇ2,302,modify: dmp 수정,1,0,unknown
ㅇㅅㅇ2,301,modify: 검색 데이터 요청에 React 캐시 적용,1,1,unknown
ㅇㅅㅇ2,300,modify: 광고 배너 쿼리 파라미터 수정 및 페이지 번호에 따른 키 설정,1,0,unknown
ㅇㅅㅇ2,299,modify: 광고 배너 쿼리 파라미터 추가 및 페이지 번호에 따른 로그 초기화,1,0,unknown
ㅇㅅㅇ2,297,modify: 광고 배너 기능 추가 및 로직 개선,1,0,unknown
ㅇㅅㅇ2,296,modify: User-Agent 헤더 처리 로직 개선,1,0,unknown
ㅇㅅㅇ2,295,modify: referer 추가,1,0,unknown
ㅇㅅㅇ2,294,modify: 검색 기능의 키워드 처리 로직 개선,1,0,unknown
ㅇㅅㅇ2,293,modify: 광고 링크 응답 처리 로직 개선,1,0,unknown
ㅇㅅㅇ2,292,modify: 페이지 번호 처리 로직 개선,1,0,unknown
ㅇㅅㅇ2,291,modify: 검색 기능 및 광고 링크 로직 개선,1,0,unknown
ㅇㅅㅇ2,283,modify: headers 변수 수정,1,0,unknown
ㅇㅅㅇ2,279,modify: console log 삭제,1,0,unknown
ㅇㅅㅇ2,277,modify: console log 삭제,1,0,unknown
ㅇㅅㅇ2,276,modify: 환경 변수 스크립트 태그 수정,1,0,unknown
ㅇㅅㅇ2,275,modify: check log 추가,1,0,unknown
ㅇㅅㅇ2,273,modify: ga page_view 호출 변경,1,0,unknown
ㅇㅅㅇ2,271,modify: 컴포넌트 개선 및 속성 추가,1,0,unknown
ㅇㅅㅇ2,270,modify: ga 불필요한 값 삭제,1,0,unknown
ㅇㅅㅇ2,269,modify: ga 페이지뷰 호출방식 변경,1,0,unknown
ㅇㅅㅇ2,267,modify: 인기검색어  최근검색어 수정,1,0,unknown
ㅇㅅㅇ2,266,modify: Google Analytics 내부 차원 데이터 처리 방식 변경,1,0,unknown
ㅇㅅㅇ2,262,modify: ga 호출 오류 수정,1,0,unknown
ㅇㅅㅇ2,260,modify: Google Analytics 내부 차원 데이터 추가 및 SearchPage 수정,1,0,unknown
ㅇㅅㅇ2,258,modify: Google Analytics 컴포넌트 수정 및 SearchPage에 추가,1,0,unknown
ㅇㅅㅇ2,256,modify: ga 호출 오류 수정,1,0,unknown
ㅇㅅㅇ2,255,modify: 파일삭제,1,0,unknown
ㅇㅅㅇ2,254,Feature/ga,1,0,unknown
ㅇㅅㅇ2,253,modify: 검색 기능 개선 및 MySearch 컴포넌트 통합,1,0,unknown
ㅇㅅㅇ2,246,modify: 마이검색 산업 저장로직 수정,1,0,unknown
ㅇㅅㅇ2,244,modify: CardCommon 컴포넌트에 jobTitlePaid 스타일 추가,1,0,unknown
ㅇㅅㅇ2,238,modify: qa 이슈 수정,1,0,unknown
ㅇㅅㅇ2,235,modify: length error 수정,1,0,unknown
ㅇㅅㅇ2,233,modify: 모달 물음표 삭제,1,0,unknown
ㅇㅅㅇ2,231,modify: 알림 API의 페이지네이션 로직 개선,1,0,unknown
ㅇㅅㅇ2,230,Feature/ga,1,0,unknown
ㅇㅅㅇ2,228,modify: 환경 변수 업데이트 및 이미지 URL 수정,1,0,unknown
ㅇㅅㅇ2,226,modify: ga 수정 및 company logo img 수정,1,0,unknown
ㅇㅅㅇ2,224,modify: ga 수정 및 env 104로 수정,1,0,unknown
ㅇㅅㅇ2,221,modify: 이미지 url 수정,1,0,unknown
ㅇㅅㅇ2,218,modify: ga 수정,1,0,unknown
ㅇㅅㅇ2,216,modify: ga 수정,1,0,unknown
ㅇㅅㅇ2,213,modify: 급여 타입 명칭 변경,1,0,unknown
ㅇㅅㅇ2,211,Feature/ga,1,0,unknown
ㅇㅅㅇ2,209,modify: 알람 쿼리의 페이지네이션 로직 개선,1,0,unknown
ㅇㅅㅇ2,208,modify: 검색 기능 개선 및 정규식 수정,1,0,unknown
ㅇㅅㅇ2,207,modify: 환경 변수 수정 및 검색 기능 개선,1,0,unknown
ㅇㅅㅇ2,206,modify: 정규식 수정 및 기업 경력 텍스트 수정,1,0,unknown
ㅇㅅㅇ2,205,modify: autoComplete input삭제버튼 수정 및 line 수정,1,0,unknown
ㅇㅅㅇ2,200,Feature/ga,1,0,unknown
ㅇㅅㅇ2,197,modify: windowTop값 수정,1,0,unknown
ㅇㅅㅇ2,196,modify: 마이검색 페이지만 있을때 저장되는 부분 수정,1,0,unknown
ㅇㅅㅇ2,195,modify: 공고 회사네임 수정,1,0,unknown
ㅇㅅㅇ2,193,modify: 게임잡 링크 수정,1,0,unknown
ㅇㅅㅇ2,192,modify: 즉시지원버튼  게임잡공고링크  구조화데이터  마이검색 수정,1,0,unknown
ㅇㅅㅇ2,191,modify: TEST-70046 에러 수정_markHighlightedText 정규식 부분,1,0,unknown
ㅇㅅㅇ2,190,Feature/scroll,1,0,unknown
ㅇㅅㅇ2,188,Feature/design,1,0,unknown
ㅇㅅㅇ2,187,Feature/test 70014,1,0,unknown
ㅇㅅㅇ2,181,Feature/test 69943,1,0,unknown
ㅇㅅㅇ2,172,modify: QA 이슈 수정,1,0,unknown
ㅇㅅㅇ2,169,modify: 빌드에러수정,1,0,unknown
ㅇㅅㅇ2,168,modify: QA 이슈 수정,1,0,unknown
ㅇㅅㅇ2,157,Feature/ga,1,0,unknown
ㅇㅅㅇ2,152,modify: 필터 초기화 로직 추가,1,0,unknown
ㅇㅅㅇ2,151,modify: 스켈레톤 추가,1,0,unknown
ㅇㅅㅇ2,146,modify: QA 이슈 수정,1,0,unknown
ㅇㅅㅇ2,143,modify: tab 관련 이슈 처리,1,0,unknown
ㅇㅅㅇ2,139,modify: 필터 관련 이슈 처리,1,0,unknown
ㅇㅅㅇ2,137,modify: 탭 조건 수정 및 마이검색 공백 저장 오류 수정,1,0,unknown
ㅇㅅㅇ2,135,modify: 탭 조건 수정 및 QA 대응,1,0,unknown
ㅇㅅㅇ2,133,modify: 탭 리다이렉트 수정,1,0,unknown
ㅇㅅㅇ2,132,Feature/test 69904,1,0,unknown
ㅇㅅㅇ2,128,feat: 쿠키 ID 조회 API 및 쿼리 훅 추가,1,0,unknown
ㅇㅅㅇ2,126,modify: 필터 컴포넌트에서 선택된 항목 표시 조건 개선,1,0,unknown
ㅇㅅㅇ2,124,modify: FilterBottom 컴포넌트에서 급여 단위 표시 개선,1,0,unknown
ㅇㅅㅇ2,122,modify: 알바몬 API 호출 조건 추가,1,0,unknown
ㅇㅅㅇ2,121,modify: 필터 및 검색 관련 컴포넌트 개선,1,0,unknown
ㅇㅅㅇ2,119,Feature/issue,1,0,unknown
ㅇㅅㅇ2,111,modify: codeFilter삭제,1,0,unknown
ㅇㅅㅇ2,110,Feature/filter,1,0,unknown
ㅇㅅㅇ2,105,Feature/search,1,0,unknown
ㅇㅅㅇ2,97,Feature/scrap,1,0,unknown
ㅇㅅㅇ2,94,Feature/company list,1,0,unknown
ㅇㅅㅇ2,81,Feature/like,1,0,unknown
ㅇㅅㅇ2,70,Feature/list,1,0,unknown
ㅇㅅㅇ2,68,modify: 검색 페이지 및 컴포넌트 수정,1,0,unknown
ㅇㅅㅇ2,65,modify: 필터 컴포넌트 및 benefit 코드 수정,1,0,unknown
ㅇㅅㅇ2,57,modify: SearchPage에서 searchParams 타입 변경 및 서버 환경 변수 수정,1,0,unknown
ㅇㅅㅇ2,51,modify: autoComplete 스토리지 값 수정,1,0,unknown
ㅇㅅㅇ2,50,modify: 패키지 버전 업데이트 및 search 컴포넌트 개선,1,0,unknown
ㅇㅅㅇ2,43,modify: 컴포넌트 이름 수정,1,0,unknown
ㅇㅅㅇ2,41,Feature/image,1,0,unknown
ㅇㅅㅇ2,40,modify: 다이렉트 컨텐츠 추가,1,0,unknown
ㅇㅅㅇ2,37,modify: search icon 추가,1,0,unknown
ㅇㅅㅇ2,29,Feature/ui,7,0,unknown
ㅇㅅㅇ2,11,Feature/header,1,0,unknown
ㅇㅇㅊ,290,Feature/ua,1,0,unknown
ㅇㅇㅊ,289,modify: optional,1,0,unknown
ㅇㅇㅊ,288,modify: alarm,1,0,unknown
ㅇㅇㅊ,286,modify: 공고 에러 예외처리,1,0,unknown
ㅇㅇㅊ,285,modify: pagination -1 예외처리,1,0,unknown
ㅇㅇㅊ,281,modify: 원복,1,0,unknown
ㅇㅇㅊ,280,modify: config,1,0,unknown
ㅇㅇㅊ,278,modify: Search 경로 수정,1,0,unknown
ㅇㅇㅊ,268,modify: sentry comment,1,0,unknown
ㅇㅇㅊ,263,modify: error name,1,0,unknown
ㅇㅇㅊ,261,Feature/sentry,1,0,unknown
ㅇㅇㅊ,259,modify: capture sentry display api log,1,0,unknown
ㅇㅇㅊ,257,modify: Search env 로 변경,1,0,unknown
ㅇㅇㅊ,252,modify: env,1,0,unknown
ㅇㅇㅊ,251,modify: path Search -> NewSearch 변경,1,0,unknown
ㅇㅇㅊ,250,modify: sentry docs,1,0,unknown
ㅇㅇㅊ,249,modify: dmp 코드 리팩토링,1,0,unknown
ㅇㅇㅊ,248,modify: 알람 예외처리,1,0,unknown
ㅇㅇㅊ,247,modify: ip,1,0,unknown
ㅇㅇㅊ,245,modify: 알람 dotnet api 로 변경,1,0,unknown
ㅇㅇㅊ,242,modify: my검색 로그인 예외처리,1,0,unknown
ㅇㅇㅊ,241,modify: benefit 수정,1,0,unknown
ㅇㅇㅊ,240,modify:  optional 예외처리,1,0,unknown
ㅇㅇㅊ,239,modify: optional 예외처리,1,0,unknown
ㅇㅇㅊ,237,modify: log,1,0,unknown
ㅇㅇㅊ,236,modify: dmp log 확인,1,0,unknown
ㅇㅇㅊ,234,modify: memsysno,1,0,unknown
ㅇㅇㅊ,232,modify:  modal auth,1,0,unknown
ㅇㅇㅊ,229,modify: dmp error log 확인 위한 디버깅 로직 수정,1,0,unknown
ㅇㅇㅊ,227,modify: 알림 예외처리,1,0,unknown
ㅇㅇㅊ,225,modify: dmp log,1,0,unknown
ㅇㅇㅊ,223,modify: sentry capture module,1,0,unknown
ㅇㅇㅊ,222,modify: 검색 reload,1,0,unknown
ㅇㅇㅊ,220,modify: hover color,1,0,unknown
ㅇㅇㅊ,219,feat: impression log,1,0,unknown
ㅇㅇㅊ,212,Feature/dmp,1,0,unknown
ㅇㅇㅊ,210,modify: dmpProvider,1,0,unknown
ㅇㅇㅊ,204,modify: error instance,1,0,unknown
ㅇㅇㅊ,202,modify: theme version,1,0,unknown
ㅇㅇㅊ,201,modify: line css,1,0,unknown
ㅇㅇㅊ,199,modify: 알림 read 상태변경,1,0,unknown
ㅇㅇㅊ,198,Feature/auto,1,0,unknown
ㅇㅇㅊ,189,modify: 자동완성,1,0,unknown
ㅇㅇㅊ,186,modify: page 제외,1,0,unknown
ㅇㅇㅊ,185,modify: my search 페이지네이션,1,0,unknown
ㅇㅇㅊ,184,modify: sentry option,1,0,unknown
ㅇㅇㅊ,183,Feature/sentry 8,1,0,unknown
ㅇㅇㅊ,182,Feature/alarm,1,0,unknown
ㅇㅇㅊ,180,Feature/alarm,1,0,unknown
ㅇㅇㅊ,179,modify: pagination,1,0,unknown
ㅇㅇㅊ,178,modify: env 수정,1,0,unknown
ㅇㅇㅊ,177,modify: 불필요한 env 정리,1,0,unknown
ㅇㅇㅊ,175,modify: alarm text,1,0,unknown
ㅇㅇㅊ,174,modify: env,1,0,unknown
ㅇㅇㅊ,173,modify: 공고번호 수정,1,0,unknown
ㅇㅇㅊ,171,modify: 날짜형식 변경,1,0,unknown
ㅇㅇㅊ,170,modify: 디자인 검수,1,0,unknown
ㅇㅇㅊ,167,modify: env 정리,1,0,unknown
ㅇㅇㅊ,166,modify: query,1,0,unknown
ㅇㅇㅊ,165,modify: redirect,1,0,unknown
ㅇㅇㅊ,164,modify: redirect url,1,0,unknown
ㅇㅇㅊ,163,modify: alarm 문구 수정,1,0,unknown
ㅇㅇㅊ,162,modify: 쿼리스트링 라우터 이동시 계산,1,0,unknown
ㅇㅇㅊ,161,modify: menu 클릭 조건,1,0,unknown
ㅇㅇㅊ,159,modify: type errror,1,0,unknown
ㅇㅇㅊ,158,Feature/alarm,1,0,unknown
ㅇㅇㅊ,156,modify: alarm empty text,1,0,unknown
ㅇㅇㅊ,155,Feature/alarm,1,0,unknown
ㅇㅇㅊ,153,modify: docker install,1,0,unknown
ㅇㅇㅊ,150,modify: 통합검색 x아이콘 표시 조건 변경,1,0,unknown
ㅇㅇㅊ,149,modify: sort,1,0,unknown
ㅇㅇㅊ,148,Feature/auto complete,1,0,unknown
ㅇㅇㅊ,147,Feature/auto complete,1,0,unknown
ㅇㅇㅊ,145,Feature/auto complete,1,0,unknown
ㅇㅇㅊ,144,modify: advrecentkeyword tobe와 연동,1,0,unknown
ㅇㅇㅊ,142,modify: node version,1,0,unknown
ㅇㅇㅊ,141,modify: keyword 길이,1,0,unknown
ㅇㅇㅊ,140,feat: volta setting,1,0,unknown
ㅇㅇㅊ,138,Feature/searchparams,1,0,unknown
ㅇㅇㅊ,136,Feature/area,1,0,unknown
ㅇㅇㅊ,134,modify: max-http-header-size 옵션 추가,1,0,unknown
ㅇㅇㅊ,131,modify: 알림 없을때 예외처리ㅏ,1,0,unknown
ㅇㅇㅊ,130,modify: 알람 목록 리팩토링,1,0,unknown
ㅇㅇㅊ,129,modify: env 오류 수정,1,0,unknown
ㅇㅇㅊ,109,modify: profile-title 개인회원 접근권한,1,0,unknown
ㅇㅇㅊ,108,modify: alarm 소스 리팩토링,1,0,unknown
ㅇㅇㅊ,106,modify: total-menu jts로 변경,1,0,unknown
ㅇㅇㅊ,104,modify: 즉시지원  포지션제안 로직 추가,1,0,unknown
ㅇㅇㅊ,100,modify: header feature,1,0,unknown
ㅇㅇㅊ,96,modify: type error,1,0,unknown
ㅇㅇㅊ,95,modify: 알림 페이지 네이션 구현,1,0,unknown
ㅇㅇㅊ,93,modify: 검색조건 중복저장 로직 예외처리,1,0,unknown
ㅇㅇㅊ,89,modify: 알림 카드 리팩토링,1,0,unknown
ㅇㅇㅊ,88,Feature/params,1,0,unknown
ㅇㅇㅊ,87,modify: generate-schema,1,0,unknown
ㅇㅇㅊ,80,modify: process.env.NODE_TLS_REJECT_UNAUTHORIZED,1,0,unknown
ㅇㅇㅊ,79,modify: 파일명 변경,1,0,unknown
ㅇㅇㅊ,78,modify: 폴더구조 변경,1,0,unknown
ㅇㅇㅊ,77,modify: 로컬스토리지 로직 정리,1,0,unknown
ㅇㅇㅊ,76,feat: mict api,1,0,unknown
ㅇㅇㅊ,75,Feature/params,1,0,unknown
ㅇㅇㅊ,74,Feature/params,1,0,unknown
ㅇㅇㅊ,73,modify: code data,1,0,unknown
ㅇㅇㅊ,72,modfiy: filter hook,1,0,unknown
ㅇㅇㅊ,71,Feature/params,1,0,unknown
ㅇㅇㅊ,69,feat: useSearchManager hook,1,0,unknown
ㅇㅇㅊ,67,remove: useQueryString,1,0,unknown
ㅇㅇㅊ,64,modify: search params 정리,1,0,unknown
ㅇㅇㅊ,63,modify: 3depth,1,0,unknown
ㅇㅇㅊ,62,modify: 인기공고  공채소식,1,0,unknown
ㅇㅇㅊ,60,modify: redirect 조건 추가,1,0,unknown
ㅇㅇㅊ,58,modify: total menu slot,1,0,unknown
ㅇㅇㅊ,53,modify: pagination,1,0,unknown
ㅇㅇㅊ,52,modify: env,1,0,unknown
ㅇㅇㅊ,49,modify: total-menu style,1,0,unknown
ㅇㅇㅊ,46,modify: header params,1,0,unknown
ㅇㅇㅊ,44,modify: code data,1,0,unknown
ㅇㅇㅊ,38,Feature/header,1,0,unknown
ㅇㅇㅊ,36,modify: generaete schgema type error,1,0,unknown
ㅇㅇㅊ,27,feat: code map,1,0,unknown
ㅇㅇㅊ,26,modify: code 임시 json으로 변경,1,0,unknown
ㅇㅇㅊ,18,modify: type error,1,0,unknown
