이름,MR_IID,MR제목,받은코멘트수,승인자수,CI결과
ㅇㅅㅇ2,20,modify: SearchClient 및 UnsupportedBrowser 컴포넌트에 이미지 테스트,0,0,unknown
ㅇㅅㅇ2,19,remove: Empty 컴포넌트 삭제,0,0,unknown
ㅇㅅㅇ2,18,modify: Popular 컴포넌트에서 Block을 Flex로 변경,0,0,unknown
ㅇㅅㅇ2,17,modify: Popular 컴포넌트에서 Block을 Flex로 변경,0,0,unknown
ㅇㅅㅇ2,16,modify: 검색 경로 수정 및 불필요한 추천 API 삭제,0,0,unknown
ㅇㅅㅇ2,15,modify: MySearch 컴포넌트 개선 및 UI 요소 추가,0,0,unknown
ㅇㅅㅇ2,14,modify: MySearch 컴포넌트 개선 및 불필요한 API 삭제,0,0,unknown
ㅇㅅㅇ2,13,modify: API 경로 및 파라미터 타입 수정,0,0,unknown
ㅇㅅㅇ2,12,feat: 필터 기능 개선 및 새로운 컴포넌트 추가,1,0,unknown
ㅇㅅㅇ2,10,modify: 환경 변수 파일 업데이트 및 검색 기능 개선,1,0,unknown
ㅇㅅㅇ2,9,modify: package.json에서 Node.js 버전 업데이트,1,0,unknown
ㅇㅅㅇ2,8,modify: package.json에서 Node.js 버전 업데이트,1,0,unknown
ㅈㅎㅊ,79,update pm config url,0,0,unknown
ㅈㅎㅊ,78,update react 19.2.3,0,1,unknown
ㅈㅎㅊ,77,feat: update-version-15.5.9,0,1,unknown
ㅈㅎㅊ,76,Delete unused middleware,0,0,unknown
ㅈㅎㅊ,75,Fixed middleware - health일 때는 API경로에 대한 접근 제한 처리 제외 ( Kubernetes의 health check..,0,0,unknown
ㅈㅎㅊ,74,nextjs version up for security,0,0,unknown
ㅈㅎㅊ,71,adding pm in middleware,4,0,unknown
ㅇㄷㅎ2,7,modify: Dockerfile에서 Node.js 버전 업데이트,1,0,unknown
ㅇㄷㅎ2,6,modify: next.config.ts에 개발 환경에 따른 아이콘 경로 설정 추가,1,0,unknown
ㅇㄷㅎ2,5,feat: 다양한 아이콘 SVG 파일 추가,1,0,unknown
ㅇㄷㅎ2,4,modify: Dockerfile에서 포트 및 노출 설정 제거,1,0,unknown
ㅇㄷㅎ2,2,modify: 설정 파일 및 스크립트 업데이트,3,0,unknown
